headline,reviewBody,Author Name,Published Year,Published Month,Published Day,Review,SA Negative,SA Positive,Review Case
For a global communications company,"For a global communications company, especially durintg a pandemic, you would think that BT could step up to the plate and actually do what it says on the tin which is communicate - but no, it's too much to ask most of the time.",Debbie ,2021,5,11,1,0.065,0,Negative
The worst company ever!,The worst company ever!,Elizabeth,2021,5,11,1,0.594,0,Negative
VERY HAPPY CUSTOMER,"It is important when reviewing a company that accurate comments are posted. Therefore, I hereby submit genuine comments below:BT Business Broadband is superb. We’ve had it for a numbers of years. Cannot fault the support we receive when some issues do arise from time to time.We have had other providers but won’t ever change from BT Business Broadband.",Rev Joe Ellis,2021,5,10,5,0.028,0.096,Positive
Slow unreliable service and can’t get…,Slow unreliable service and can’t get through to anyone to fix it.,Ben M,2021,5,10,1,0,0,Positive
We are desperately trying to get…,"We are desperately trying to get connected with broadband in our new home and BT seems to be doing everything in their power to make sure this does not happen. Four hours on the phone trying to get a solution to their mistakes, we’re still not there. Massively unhelpful and frustrating.",Unhappy customer ,2021,5,10,1,0.139,0.08,Negative
Good efficient company on the whole,"I've been with BT for years and have never had any problems.  I've always found their staff helpful and the company reliable and get very good deals from them not just for my landline but for broadband and my mobile phone as well.  I would give them five stars but object to the fact that if you call an engineer out because of a suspected problem on your landline they'll charge you a hefty sum if they can't find one which means that, as I'm a pensioner, I've even bought a new inexpensive phone rather than risk that particular rip-off.",Aileen  Lightbody,2021,5,10,4,0.082,0.079,Negative
Unbelievable BT do not care at all,Unbelievable DO NOT enter into ANY contract with BT for Broadband or Aerial installation.Given date of 6th May for installation of Broadband and they have cut off current provider and did not turn up to do installation. Now advised 25th May so I have NO INTERNET and cannot work and they do not care.,JAX,2021,5,10,1,0.135,0.031,Negative
It took BT 8 weeks to transfer my wi-fi…,"It took BT 8 weeks to transfer my wi-fi to the new house. The day after, BT switched it off; the mini-hub also switched off, Now 2 weeks without any wi-fi. Daily calls to the Customer Service Department fruitless and frustrating. They blame it on the Engineering Department. Despite asking, not one commitment to a resolution date. Full of weasel words like should, may, could, hopefully etc etc. Utterly disgraceful level of customer service considering my wife and I are now home working.",customer,2021,5,10,1,0.086,0.06,Negative
Just switched over to digital voice and…,Just switched over to digital voice and think this is the worse service ever. None of my phones work so have to buy new ones. And for local calls have to dial std code. If like we have gone backwards!  Not happy.,Tracey Cannella,2021,5,10,1,0.133,0.052,Negative
Never realised The company I used to…,"Never realised The company I used to work until end of March 2021 has gone that Worst in terms of customer service- OMG!!I’ve been trying to Cease my account as my husband took over my FTTP line on the 5th of May, however, I’ve been getting billed due to open AOT which hasn’t been closed yet due to BT’s internal issues.Spoken to almost 31 advisors so far- unfortunately, none of them seemed to be understanding anything or willing to take ownership to resolve it. Appalling experience which is beyond my imagination!! Please Can someone Listens all those calls and apply relevant action just for the sake of fellow British people as god knows how general customers are being misleads. Absolutely appalling!!! 😠",Kamrul Islam,2021,5,9,1,0.099,0.053,Negative
How do BT get away with delivering such…,"How do BT get away with delivering such a poor service? They mis-sell at every opportunity claiming you need to be on a different more expensive package, only to find out you are actually no better off than before, the only difference is you are paying more money. The cheeky bast@#ds even tried to sell me some EE sim cards when I called once again to complain about their crap WiFi... avoid BT at all costs!!!",Mr O Turpie,2021,5,8,1,0.158,0.067,Negative
