,Title,Link,Description,Day,Month,Year,Hour,Creator,Topic
16,Random disconnects after Storm Arwen,https://community.bt.com/t5/ADSL-Copper-broadband/Random-disconnects-after-Storm-Arwen/m-p/2199837#M279493,"Hi, been getting random disconnects that seems to have started since after Storm Arwen hit, did a factory reset to see if that helps.      Any ideas on what it could be?      Regards      H             TABLE border=""0"" width=""100%"" cellspacing=""0"" cellpadding=""0""   TBODY   TR   TD width=""40%"" 1. Product name:   TD   TD width=""60%"" BT Business Hub   TD    TR   TR   TD width=""40%"" 2. Serial number:   TD   TD width=""60%"" +076399+NQ64317551   TD    TR   TR   TD width=""40%"" 3. Firmware version:   TD   TD width=""60%"" Software version 4.7.5.1.83.8.256 (Type A) Last updated 26 03 18   TD    TR   TR   TD width=""40%"" 4. Board version:   TD   TD width=""60%"" BT Hub 5A   TD    TR   TR   TD width=""40%"" 5. Broadband connection:   TD   TD width=""60%"" Connected   TD    TR   TR   TD width=""40%"" 6. Mobile connection:   TD   TD width=""60%"" Not connected   TD    TR   TR   TD width=""40%"" 7. Connection uptime :   TD   TD width=""60%""     0 days, 00:07:52        TD    TR   TR   TD width=""40%"" 8. Data rate:   TD   TD width=""60%"" 448   4608   TD    TR   TR   TD width=""40%"" 9. Maximum data rate:   TD   TD width=""60%"" 1256   4800   TD    TR   TR   TD width=""40%"" 10. Noise margin:   TD   TD width=""60%"" 24.0   6.2   TD    TR   TR   TD width=""40%"" 11. Line attenuation:   TD   TD width=""60%"" 31.5   56.0   TD    TR   TR   TD width=""40%"" 12. Signal attenuation:   TD   TD width=""60%"" 31.5   55.5   TD    TR   TR   TD width=""40%"" 13. Data sent received:   TD   TD width=""60%"" 3.8 MB   110.3 MB   TD    TR   TR   TD width=""40%"" 14. Broadband username:   TD   TD width=""60%"" home@btbroadband.com   TD    TR   TR   TD width=""40%"" 15. Public Wi-fi:   TD   TD width=""60%"" No   TD    TR   TR   TD width=""40%"" 16. Static IP:   TD   TD width=""60%"" Disabled   TD    TR   TR   TD width=""40%"" 17. 2.4 GHz Wireless network SSID:   TD   TD width=""60%"" BTHub5-PT67   TD    TR   TR   TD width=""40%"" 18. 2.4 GHz Wireless connections:   TD   TD width=""60%"" Enabled (802.11 b g n (up to 144 Mb s))   TD    TR   TR   TD width=""40%"" 19. 2.4 GHz Wireless security:   TD   TD width=""60%"" WPA2   TD    TR   TR   TD width=""40%"" 20. 2.4 GHz Wireless channel:   TD   TD width=""60%"" Automatic (Smart Wireless)   TD    TR   TR   TD width=""40%"" 21. 5 GHz Wireless network SSID:   TD   TD width=""60%"" BTHub5-PT67   TD    TR   TR   TD width=""40%"" 22. 5 GHz Wireless connections:   TD   TD width=""60%"" Enabled (802.11 a n ac (up to 1300 Mb s))   TD    TR   TR   TD width=""40%"" 23. 5 GHz Wireless security:   TD   TD width=""60%"" WPA2   TD    TR   TR   TD width=""40%"" 24. 5 GHz Wireless channel:   TD   TD width=""60%"" Automatic (Smart Wireless)   TD    TR   TR   TD width=""40%"" 25. Firewall:   TD   TD width=""60%"" Default   TD    TR   TR   TD width=""40%"" 26. MAC Address:   TD   TD width=""60%"" 24:20:c7:48:e2:66   TD    TR   TR   TD width=""40%"" 27. VPI VCI:   TD   TD width=""60%"" 0   38   TD    TR   TR   TD width=""40%"" 28. Modulation:   TD   TD width=""60%"" G.992.1 Annex A   TD    TR   TR   TD width=""40%"" 29. Latency type:   TD   TD width=""60%"" Interleaved   TD    TR   TR   TD width=""40%"" 30. Software variant:   TD   TD width=""60%"" AA   TD    TR   TR   TD width=""40%"" 31. Boot loader:   TD   TD width=""60%"" 1.0.0   TD    TR    TBODY    TABLE ",09,Dec,2021,17,gissbro,BBinHome
17,"BB speed reduced. Cant work from home, again.",https://community.bt.com/t5/ADSL-Copper-broadband/BB-speed-reduced-Cant-work-from-home-again/m-p/2198670#M279462,Speed problems were resolved back in Feb. But this week speed has been getting less &amp amp  less.      Today: Download 0.99. Up 0.62. Ping 180.      Cant work from home with this. Zoom meetings are a joke. Please HELP! ,04,Dec,2021,09,mrunhappy1,BBinHome
18,Unable to get broadband over 7mb,https://community.bt.com/t5/ADSL-Copper-broadband/Unable-to-get-broadband-over-7mb/m-p/2197031#M279443,"span class=""lia-inline-image-display-wrapper lia-image-align-inline"" image-alt=""1F6D95B4-E8D8-4C9B-A084-48D0A6A5CF80.jpeg"" style=""width: 306px ""   img src=""https:  community.bt.com t5 image serverpage image-id 75318i7C0100BDB3675E0C image-size medium?v=v2&amp amp px=400"" role=""button"" title=""1F6D95B4-E8D8-4C9B-A084-48D0A6A5CF80.jpeg"" alt=""1F6D95B4-E8D8-4C9B-A084-48D0A6A5CF80.jpeg""      span                span class=""lia-inline-image-display-wrapper lia-image-align-inline"" image-alt=""CAE39DBF-AD2A-446B-BE49-A8B8EDF6F448.jpeg"" style=""width: 362px ""   img src=""https:  community.bt.com t5 image serverpage image-id 75319i131F7A8CB9471BA7 image-size medium?v=v2&amp amp px=400"" role=""button"" title=""CAE39DBF-AD2A-446B-BE49-A8B8EDF6F448.jpeg"" alt=""CAE39DBF-AD2A-446B-BE49-A8B8EDF6F448.jpeg""      span              Hi I was wondering does anyone know if there’s anything I can do to get better broadband       The property BT says speeds between 3-7mbps with garuntee of 2mbps some providers that use openreach say I crnt get broadband and those that can are very low          it looks like I’m unable to get FTTC but other addresses on the street can so I’m wondering can anyone help or advise if maybe there a problem with the availability checker               I’ve attached the detail on the checker that I seen on other posts            Any advice would be welcome ",25,Nov,2021,19,Smiler891,BBinHome
19,Dlm holding back broadcom?,https://community.bt.com/t5/ADSL-Copper-broadband/Dlm-holding-back-broadcom/m-p/2195730#M279432,"Was wondering would anyone be are to help.      I have a really good zyxel vmg 8924 with the noise filters built in I wanted to use instead of my hub 4.      However my hub 4 (type A non broadcom) connecting at 3700, the broadcom unit only connecting at 2800, same as when I try a smart hub with similar broadcom chip, 2800.      They are connecting at the snr as the hub 4a.      Any idea why? ",19,Nov,2021,14,wshaw25,BBinHome
20,Equipment query,https://community.bt.com/t5/ADSL-Copper-broadband/Equipment-query/m-p/2195404#M279428,"My current broadband package is Halo 2 and complete Wi-fi. I’m interested in upgrading to halo3+. Do I have to replace my existing smart hub and disc, which I’ve only had for just over a year? ",17,Nov,2021,19,bayardmm,BBinHome
21,Upstream uncap,https://community.bt.com/t5/ADSL-Copper-broadband/Upstream-uncap/m-p/2195053#M279414,"Good afternoon all,      I was wondering could I please request a MOD to uncap my stream? On 21cn ADSL Max with with 448 upstream, with all the kids teacher meetings via zoom now, would be handy to have the extra upstream   span class=""lia-unicode-emoji"" title="":slightly_smiling_face:"" 🙂   span ",16,Nov,2021,12,wshaw25,BBinHome
22,Copper wires only,https://community.bt.com/t5/ADSL-Copper-broadband/Copper-wires-only/m-p/2186857#M279399,"I am moving to an address in the London Borough of Redbridge that is saying on the BT website that it is only serviced by copper broadband.       99.5% of the borough runs fibre, and we have a BT exchange building on the street - so can it be correct that we are in one of the few properties running on no fibre at all?      It is a large residential street with flats and houses, and I can see by checking other postcodes that the properties next door and directly opposite are both serviced by super fast fibre (speeds of 60-70mbps) while I will be paying for a guarantee of 3mbps.       Does this sound right? Can anyone from BT come to visit the property and confirm that this is the case?      If it is the case that BT have furnished the whole street with fibre except my block - what are our next steps to ensure we are not stuck with slower-than-4G home broadband forever? ",04,Oct,2021,05,Carl6,BBinHome
23,Frequent disconnections,https://community.bt.com/t5/ADSL-Copper-broadband/Frequent-disconnections/m-p/2190315#M279382,"I have a slow ADSL connection, around 4.5mb download on a good day.      I had a line fault in late September and an engineer changed to a different pair of cables from my master socket to the pole outside my property.      Last month my router kept disconnecting and was replaced by another Hub 6.  I’m now again experiencing multiple disconnections, approx twice per day but the router takes around 20mins to reconnect.  By say they can’t detect a fault on a line test and my router is connect to the new master socket fitted in September. Please help! ",22,Oct,2021,10,Pearly_King,BBinHome
24,pv6 Ping Spikes,https://community.bt.com/t5/ADSL-Copper-broadband/ipv6-Ping-Spikes/m-p/2189246#M279371,"Hello i'm using a Netgear R7800 with OpenWRT firmware 21.02.0 with a Billion BiPAC 7800N bridged as a modem only (BT Broadband ADSL) and i've noticed high ping spikes with ipv6, ipv4 is fine      For a test i swapped over to a Linksys WRT1900ACS v1 running stock firmware with a DrayTek Vigor 130 modem and still the same         span class=""lia-inline-image-display-wrapper lia-image-align-inline"" image-alt=""2.jpg"" style=""width: 999px ""   img src=""https:  community.bt.com t5 image serverpage image-id 74967i73A33C96C9321330 image-size large?v=v2&amp amp px=999"" role=""button"" title=""2.jpg"" alt=""2.jpg""      span ",16,Oct,2021,19,Eyerex,BBinHome
25,"Signal Dropping out all the time, for the past 2 Weeks. Never happened on my Home Hub 3",https://community.bt.com/t5/ADSL-Copper-broadband/Signal-Dropping-out-all-the-time-for-the-past-2-Weeks-Never/m-p/2188056#M279348,"So I’ve been having a nightmare with BT.       My Home Hub 3 was hacked, somehow, by someone in Ghana. So I unplugged it. I’d been given a Smart Hub 2 last year, when my contract was renewed. I didn’t use it, as I wasn’t that impressed with the size and build, and more than satisfied with the Home Hub 3 which was working reasonably okay (over 7 years I’ve had it), till it was hacked. And even if it had been useable still, I disconnected it and plugged the new Smart Hub 2 in.      I have a ASDL Copper connection. I’m 5 miles from the BT Cabinet because I live in the middle of nowhere.      When I first plugged in the Smart Hub 2 around the end of August, beginning of September it was working fine, perfectly. At about 1.7 mbps. And then I switched over from Halo, to the new Home Essentials contract because I’m not rich. And on disability.      It was all okay, until the weekend of the 24th September, when my internet just started to play up, continually disconnect. Nothing has changed in my life, no new gadgets. Etc. It dropped 1000 times over 4 days. On that weekend. Which is just ridiculous.     l’ve had two engineers out. Had a new Smart Hub (Home Hub 6) sent out, packed up the Smart Hub 2 to send back. Still it’s just going from one speed to another… From the highest ever today at 2.06 mbps to 0.94 mbps.     When on my Home Hub 3 it was always around the 1.40-1.60 mbps range.     Am I seriously going to have to buy a second hand Home Hub 3, or is there something the engineers are not picking up, because I’ve not changed a thing, and I’ve been using my iPad mini 4 happily with my Home Hub 3 since last May when I got a new iPad.     I changed the router to just use the one wifi channel to 2.4 GHz, like my Home Hub 3. But it’s still not working correctly, the swing is too great between speeds. I want my stable old internet back.             span class=""lia-inline-image-display-wrapper lia-image-align-inline"" image-alt=""768FB44A-DCDD-45C0-A07B-E11370FCF7D5.jpeg"" style=""width: 743px ""   img src=""https:  community.bt.com t5 image serverpage image-id 74889i6DE4755C4A6D5646 image-size large?v=v2&amp amp px=999"" role=""button"" title=""768FB44A-DCDD-45C0-A07B-E11370FCF7D5.jpeg"" alt=""768FB44A-DCDD-45C0-A07B-E11370FCF7D5.jpeg""      span ",10,Oct,2021,13,Hevski77,BBinHome
26,Electricity Supply and BT hubs…,https://community.bt.com/t5/ADSL-Copper-broadband/Electricity-Supply-and-BT-hubs/m-p/2187871#M279347,"Could change of voltage in an electricity supply cause BT routers to drop out? If there was a fluctuation in power, and caused the router to go off and on for a second? I don’t think this is the issue, but I think these Smart Hubs are very sensitive.           Also which of the BT Hubs, work best with phone lines that are miles away from “the cabinet”?           Thanks! ",09,Oct,2021,15,Hevski77,BBinHome
